,Comment,mean,cleaned,cleaned 2,final cleaned,Human Annotation
658,mega and google are best,,-1,0,-1,
659,i have been using sync for over a year now and they have an option for unlimited storage that cost around dollar360 per year my complaint with it are that download and upload speed are very slow when being compared to dropbox or google drive happy to see you ranking it in s tier but when i am sharing file for my client it can be tough when they do not understand how to properly navigate the link and download their file,,-1,0,-1,
660,8 22 who is that talking,,-1,0,-1,
661,fantastic video helped me decide which one i want to subscribe to sync is my choice how do i get the 40percent discount i entered through the link but the value did not change can you help me in this topic,,-1,0,-1,
662,google banned my main account qnd around 8 year of data cause of my baby photo,,-1,0,-1,
663,max hoffmann i can not get it back can not reach a stupid human my life on google and everything connected to it is gone all my yt video and photo with friend and uni document nothing i can do,,-1,0,-1,
664,and how did you get back your data google can not just delete them there is always a way to get it unbanned,,-1,0,-1,
665,i do not agree about google not so intuitive to use keep redundant copy pain in the butt to share with anyone also the free storage is small with current need,,-1,0,-1,
666,this dude think the u is china or something lol,,-1,0,-1,
667,it much worse,,-1,0,-1,
668,u is same a china just look at edward snowden,,-1,0,-1,
669,nice review,,-1,0,-1,
670,thanks for watching,,-1,0,-1,
671,mega is beyond good the fact they give you 20gb for free is incredible,,-1,0,-1,
672,just do not download terabox it is awful,,-1,0,-1,
673,teacher marvz very intrusive add and notification not allowing to upload file bigger than 4gb or video bigger than 100mb or le,,-1,0,-1,
674,why what is the isuue with terabox,,-1,0,-1,
675,i just lost 300gb of file i am at the bad situation i did everything just to recover my file but i could not,,-1,0,-1,
676,me who is looking for the best storage apps just so i can have enough storage to download genshin,,-1,0,-1,
677,my main concern is what is the max speed i can upload my data there and what is the speed it provides when downloading i have 5gbit up and down,,-1,0,-1,
678,which cloud drive is best i want a drive which have same encryption like whatsapp end to end encryption which will not be accessible for government and neither the developer,,-1,0,-1,
679,google drive is not zero knowledge encrypted it algorithm scan the content of file to advertise to people no zero knowledge service could do that,,-1,0,-1,
680,no egnyte,,-1,0,-1,
681,and terabox,,-1,0,-1,
682,what do you think of the app degoo and terabox,,-1,0,-1,
683,degoo is exloding soon they are deleting account for no reason,,-1,0,-1,
684,im using mega and it is superfast,,-1,0,-1,
685,last year i used icedrive premium but now i bought mega subscription plan it is best and far better than icedrive,,-1,0,-1,
686,pcloud is excelent,,-1,0,-1,
687,the cyber lab easy to use,,-1,0,-1,
688,that is good what do you like about pcloud,,-1,0,-1,
689,gifs do not play on pcloud so it wa horrible for storing picture wa disappointed because i hear nothing but good thing about it,,-1,0,-1,
690,did you try a file recovery app also physical location saving is probably safer than this or just a safe get an external hard drive if you did that you would still have your photo you only connect when it is time to store extract a copy or delete,,-1,0,-1,
691,what is your opinion on degoo free 100gb storage cloud is it secure,,-1,0,-1,
692,thank you for your video can you please make a video about tresorit thanks,,-1,0,-1,
693,hey donkey i put the chinese government way ahead of the u government at least they do not pretend,,-1,0,-1,
694,exactly imagine edward snowden hearing that part of the video,,-1,0,-1,
695,lmao true usa government is sneaky af,,-1,0,-1,
696,dropbox onedrive pcloud boxcryptor,,-1,0,-1,
697,china f,,-1,0,-1,
698,thanks for that good opinion it help me very mucho i just buy pcloud in my opinion the best of all i can not use you link because i bougth it before watch you good video any way you confirm that my research wa good enougth thank for you study very good job,,-1,0,-1,
699,lol mucho,,-1,0,-1,
700,pcloud is slow a a snail if there is a billing issue your file are straight up deleted should be locked until settled but no deleted the very purpose of cloud storage is to prevent such a thing most simple 5 to 10 minute gopro video are going to be over 2 gb in size 2gb size video are restricted from being seen on a mobile device regardless of connection over wifi 5g 4g unlimited bandwidth,,-1,0,-1,
701,the best is dropbox imo the most reliable google better than dropbox seriously how is it possible that google ha error while uploading file and the mac client is a joke please do some homework before posting such a review video i mean it not a review it an ad of the pcloud,,-1,0,-1,
702,of course you recommend the pay version you make more money off it you talk a if america ha no privacy which is b,,-1,0,-1,
703,pcloud track meta data so your encryped portion is still able to be tracked they also mistakenly ban paid in full account for inaccurate file hash matching of copy write imagine loosing everything you have in a storage that you have already paid for because the real owner of the storage peg you for a pirate because they have horrible metric i use nextcloud because i own the storage,,-1,0,-1,
