,sequence,labels,scores,classified,Components List,label confidence score
192,so lem me guess it straight apple expect u to buy a 1000dollar phone a 400 800dollar tablet and a 400 800dollar watch every 3 4 5 year a the battery becomes crap or the o becomes super outdated and or unsupported any middle class person who ha a family or a mortgage can not afford that crap unless you live on your credit card eat only unhealthy food like kraft diner r do not save money for rainy day it is not even close fun time we live in also all the environment friendly thing they claim to do when they try to push all these disposable gadget pure greenwashing android can be cheaper but is much worse for battery swapping or updating the o the only way i can afford gadget while paying my mortgage and being financially responsible saving money is buy them used in place like marketplace and run them into the ground until they basically explode,"['Design Specifications', 'Advertising', 'Software']","[0.4650150537490845, 0.2797052264213562, 0.2552797198295593]",Design Specifications,['battery'],0.4650150537490845
193,2 5 day of battery charge will have to wait till it hit atleast 7 day since this will not do well with multi day trek,"['Design Specifications', 'Software', 'Advertising']","[0.5023446083068848, 0.2540217936038971, 0.24363353848457336]",Design Specifications,['battery'],0.5023446083068848
194,i have a withings scanwatch it is not that smart a watch but it go about 4 week between charge apple ha just squared the reason i am still not buying any apple watch battery shape and size,"['Design Specifications', 'Software', 'Advertising']","[0.4001787006855011, 0.36687299609184265, 0.23294825851917267]",Design Specifications,['battery'],0.4001787006855011
195,not sure why everyone is praising the battery life i am laying in bed and it is gone down 3percent,"['Design Specifications', 'Software', 'Advertising']","[0.385239839553833, 0.35833507776260376, 0.25642508268356323]",Design Specifications,['battery'],0.385239839553833
196,i am tired of buying a stainless steel or titanium watch sapphire crystal that is disposable in 5 year all these premium material in a disposable watch just doe not make sense with all the genius sitting at apple they need to re engineer the apple watch where you can replace the battery easily 4 screw and replace the battery i like to argue the the apple watch is more expensive that most swiss watch if you consider you have no watch after a few year it a houdini watch now you have it next you do not why did i come to this point i have the apple watch original series this is now considered vintage by apple can not service it the battery died i paid 1 099 for it in 2015 stainless and sapphire crystal 2015 wa not so long ago in the watch world this ultra watch will not even last 10 year so is not this so expensive to own and use you will be still rocking your rolex 30 year from now the economics of apple watch is just plain bad for u perfect for apple the richest company in the world,"['Design Specifications', 'Software', 'Advertising']","[0.4313035011291504, 0.323459267616272, 0.24523717164993286]",Design Specifications,['battery'],0.4313035011291504
197,answering my own question it is stronger strong enough to feel during vigorous exercise i am also getting 4 5 day battery life the watch is the best apple watch by far 8 10,"['Design Specifications', 'Software', 'Advertising']","[0.5476518273353577, 0.2905655801296234, 0.1617826372385025]",Design Specifications,['battery'],0.5476518273353577
198,battery life is not anywhere what i need and you still need an iphone impressive nevertheless,"['Design Specifications', 'Advertising', 'Software']","[0.6068382263183594, 0.22749529778957367, 0.16566647589206696]",Design Specifications,['battery'],0.6068382263183594
199,i just picked up the fenix 6 sapphire on sale to replace my apple watch just for the battery life i got tired of having to pack another charger around when i travel and go hunting i wa jealous of my buddy and their garmins and never having to charge them,"['Design Specifications', 'Software', 'Advertising']","[0.3700273633003235, 0.3681815564632416, 0.26179102063179016]",Design Specifications,['battery'],0.3700273633003235
200,battery life is shit to begin with any other smartwatch destroys the watch ultra in battery life,"['Design Specifications', 'Advertising', 'Software']","[0.41248658299446106, 0.31776487827301025, 0.2697485685348511]",Design Specifications,['battery'],0.412486582994461
201,i am a garmin fenix user and i laugh at this battery life i get 2 week minimum out of mine with ten of gps activity,"['Design Specifications', 'Advertising', 'Software']","[0.39743608236312866, 0.3096792697906494, 0.29288461804389954]",Design Specifications,['battery'],0.3974360823631286
202,at 1 11 the airpod battery noise scared me and i had to listen again thought my airpods were dying,"['Design Specifications', 'Software', 'Advertising']","[0.5944023728370667, 0.23828758299350739, 0.16731005907058716]",Design Specifications,['battery'],0.5944023728370667
203,i ended that day going to sleep with about 69percent battery nice,"['Design Specifications', 'Software', 'Advertising']","[0.447855144739151, 0.3970501720905304, 0.15509472787380219]",Design Specifications,"['battery', 'battery']",0.447855144739151
204,69percent battery nice getting a thumb up just for that,"['Design Specifications', 'Software', 'Advertising']","[0.4961778223514557, 0.2708257734775543, 0.23299641907215118]",Design Specifications,['battery'],0.4961778223514557
205,garmin user here when apple can reach the 2 week battery life then i can think about switching,"['Design Specifications', 'Software', 'Advertising']","[0.43571269512176514, 0.36074498295783997, 0.2035423219203949]",Design Specifications,['battery'],0.4357126951217651
206,marque 69 percent battery life nice lmaoooo,"['Design Specifications', 'Software', 'Advertising']","[0.5798124670982361, 0.23313455283641815, 0.18705300986766815]",Design Specifications,['battery'],0.5798124670982361
207,battery life is trash garmin 7 for me,"['Design Specifications', 'Advertising', 'Software']","[0.617699921131134, 0.2013622224330902, 0.18093787133693695]",Design Specifications,['battery'],0.617699921131134
208,battery still suck people will still buy this for luxury not necessity,"['Design Specifications', 'Advertising', 'Software']","[0.6381587982177734, 0.27949589490890503, 0.08234535157680511]",Design Specifications,['battery'],0.6381587982177734
