,sequence,labels,scores,classified,Components List,label confidence score
671,i wonder if they will save the pro name for a new tier watch size battery etc of the ultra but le focused towards extreme like the ultra is i would love a bigger brighter longer lasting watch,"['Advertising', 'Design Specifications', 'Software']","[0.4741203188896179, 0.26904186606407166, 0.2568378448486328]",Advertising,['battery'],0.4741203188896179
672,battery life is too important for me and the ultra is still super shit at it i will keep my normal huawei one with recharge every 2 week also no offline map unless 3rd party offer that short sighted,"['Advertising', 'Design Specifications', 'Software']","[0.42585548758506775, 0.40202566981315613, 0.1721188873052597]",Advertising,['battery'],0.42585548758506775
673,battery life minimum must be 14 day my garmin fenix 6 pro solar hold a least 9 to 13 day,"['Design Specifications', 'Software', 'Advertising']","[0.5439144372940063, 0.2812862694263458, 0.1747993379831314]",Design Specifications,['battery'],0.5439144372940063
674,i thought i wanted this watch but the more i think about it maybe i just want a normal apple watch and then use the extended battery feature,"['Software', 'Design Specifications', 'Advertising']","[0.5695282220840454, 0.2337864637374878, 0.19668534398078918]",Software,['battery'],0.5695282220840454
675,doe not come close to replacing the sport gps watch the battery life is not good enough for people who run ultra marathon given the name of the watch and the fact they had scott jurek promoting it i find it to be a bit of a joke and a fraud,"['Advertising', 'Software', 'Design Specifications']","[0.7255280613899231, 0.15638242661952972, 0.11808954179286957]",Advertising,['battery'],0.7255280613899231
676,those battery stats are based on a brand new device 6 month in it is gon na degrade a hell of a lot,"['Design Specifications', 'Advertising', 'Software']","[0.4324007034301758, 0.3734145760536194, 0.19418467581272125]",Design Specifications,['battery'],0.4324007034301758
677,that battery life on the watch world is very true i bought a digital watch when i wa like 6 for dollar20 i am 22 now and it is still powered up i do not get it lmao,"['Design Specifications', 'Advertising', 'Software']","[0.6220425963401794, 0.22568698227405548, 0.1522703766822815]",Design Specifications,['battery'],0.6220425963401794
678,i for one working at an apple store absolutely have to get it dealing with the possibility of my watch ever going below 80percent battery charge ha given me nightmare for year but nothing will satisfy me more than knowing that i can absolutely flex on my colleague the amount of sim tray ejection tool i could store on the wristband of this refined piece of technology would embarrass every other technical specialist working around me truly a no brainer to spend used car money on something i will never use to it full potential the average person getting the apple watch ultra,"['Design Specifications', 'Software', 'Advertising']","[0.45063289999961853, 0.3914564549922943, 0.15791067481040955]",Design Specifications,['battery'],0.45063289999961853
679,i am still confused by mkb is review of this watch how it sound like he is been asked not to mention garmin in any specific way garmin user will never make the shift here are some reason with garmin watch battery life is measured in week rather than day support for a huge number of sensor unbelievably detailed running and other exercise metric offline garmin map garmin pacepro and popularity map the awesome flashlight the ability to be operated completely using push button should you not want to use touch there is also the availability of specialised watch such a the pilot watch the garmin tactic with applied ballistics and many many more these are just thing that are not supported on the apple watch and will probably never get there off line music garmin pay and sleep tracking need not be mentioned because they are available on the apple watch,"['Design Specifications', 'Software', 'Advertising']","[0.4339970052242279, 0.4174819588661194, 0.1485210359096527]",Design Specifications,['battery'],0.4339970052242279
680,this is the kind of battery that should be expected you got this life out of fitness tracker a few year ago and it is super useful to have,"['Design Specifications', 'Advertising', 'Software']","[0.7636653780937195, 0.141758531332016, 0.09457606077194214]",Design Specifications,['battery'],0.7636653780937195
681,i use the garmin 6x pro solar and it a great idea to combine a photovoltaic collector with the apple watch it a proven technology and would surely resolve the main problem of apple watch which is battery life,"['Design Specifications', 'Advertising', 'Software']","[0.35289785265922546, 0.32467344403266907, 0.32242870330810547]",Design Specifications,['battery'],0.35289785265922546
682,good video but it make no sense to compare sport watch to a smartwatch like aw with the sportwatch you have an infinite battery but you do not have the multitude of smart thing you can have with an aw mine will arrive on monday ultra version and i will use it for swimming trial motocross running ok i could do the same thing and i did them with my aw7 but i would have to use rugged band to prevent damage with the ultra i would have to overcome this problem we have the satellite connection useful when you go out on an excursion the aforementioned sport watch do not have it i can call the emergency service if i have a problem and i only went out with the watch fenix suunto garmin casio you can not do that so let is not generalize the speech obviously if a child buy it to be a jerk at school then it is completely useless but it wa designed for certain people a bit like the macbook pro many do not need it the air would be enough but they prefer to spend for the power that they will not use,"['Design Specifications', 'Software', 'Advertising']","[0.4332570731639862, 0.3232629597187042, 0.24347998201847076]",Design Specifications,['battery'],0.4332570731639862
