,title,rating,comment,timestamp,Sentiment,Sentiment Confidence Score
379,Returned….,4.0,"Product would not connect to IPhone 12, took to apple with no luck, returned to sender, will try again!","December 4, 2022",NEGATIVE,0.999058187007904
380,Gift was a huge hit,5.0,"Bought as a gift and they loved it. We set everything up very quickly, app makes it super easy. The color is stunning and face is easy to read. I don’t know about battery life but Apples are all about the same. Do more things wear down battery quicker. Nice watch.","January 4, 2023",POSITIVE,0.9989540576934814
381,The perfect watch. For most people.,5.0,"The Apple Watch SE is great, considering it can do most of the things the higher tier watches (like the Series 7 & 8) can do for this price, especially when you consider that this watch has almost the same specs as the Series 8. You don’t miss out on too much except for the ability to see your blood oxygen and ECG, along with temperature sensing and an always-on display. In other words, if those features don’t matter that much to you, this could be your best choice for your wallet.","December 14, 2022",POSITIVE,0.9958731532096863
382,Doesn't work with my Apple phone,3.0,Had to return.  They wanted me to purchase a more expensive watch.,"April 5, 2023",NEGATIVE,0.9948621392250061
383,Works as advertised.,4.0,Bought it for my wife as she wanted it for her birthday. I don't think any Apple item is worth the price they charge.,"November 24, 2022",NEGATIVE,0.9996503591537476
384,Very good watch,4.0,The watch has great features but battery life is poor. I guess that’s a trade-off.,"December 9, 2022",NEGATIVE,0.9986318945884705
385,Love it!!!,5.0,"I had a Fitbit, which I enjoyed, but I wanted to upgrade to an Apple Watch. I love this watch! It does so much more than my Fitbit. My favorite thing is being able to take a phone call from it so my hands are free!","January 4, 2023",POSITIVE,0.999612033367157
386,Great watch,5.0,Love the watch I never knew I really needed it. It’s fast battery life is great.,"January 22, 2023",POSITIVE,0.9997914433479309
387,I got a great price for this older model of an Apple Watch,5.0,"The reason I wanted an Apple Watch was mainly for the fall detection as I live alone, and I fell a few weeks ago in my back bedroom and luckily I wasn’t injured and I was able to get up but while I laid there on the floor it dawned on me, what if I couldn’t get up. So that’s when I decided I needed to invest in an Apple Watch because it has the fall detection, I can make a call and have someone come over to help me. It’s just a great thing to have as it gives me a feeling of security since I live alone.","November 15, 2022",POSITIVE,0.9731068015098572
388,Gift,5.0,Love it,"February 5, 2023",POSITIVE,0.9998753070831299
389,The charger included with the phone does not work,5.0,"I ordered 2 watches but when I ordered the second one I also ordered a usb charger. Turned out the charger included with the watch doesn’t work. I plugged it in to my computer, my phone, and my flashlight. Nothing worked. The usb charger worked perfectly","January 3, 2023",NEGATIVE,0.9981414079666138
390,Excelente regalo para mi hija,5.0,Todo el color es hermoso,"February 1, 2023",POSITIVE,0.9830338358879089
391,apple is to cheap to add a special usbc charging block to the package survive one separately.,5.0,"Apple is too cheap to add a special USB-C charging block to their packaging, so buy one Separately, or you will have the same type of Christmas I did. No one deserves that. Asinine apple.  I’m giving most of this five stars because this is an Amazon bought product.  And Amazon does not deserve the rating of one star Apple does.","December 26, 2022",NEGATIVE,0.9995315074920654
392,Band short! No block for charger!!,3.0,Band can’t fit my wrist!,"April 7, 2023",NEGATIVE,0.9996694326400757
393,Great option,5.0,The SE is a great option. It has a lot of the utility of a smart watch for a great deal. This is quite useful for a student aged wearer.,"January 14, 2023",POSITIVE,0.9948810338973999
394,Love iwatch,5.0,I purchased this I watch to replace my previous one which the face had separated and it this cost the same as fixing the old oneLove it!,"January 14, 2023",NEGATIVE,0.99817955493927
395,Life saver,5.0,I bought this just because my old one died.  BUT IT SAVED my life.  I was taking my dogs for a walk.  They got over excited about saying hi to some neighbors and pulled me down.  I blacked out for a second but came to when my watch started ringing and sent a message that it detected a fall and wanted to know if it should call 911.  I love this watch and will not leave the house without it.,"December 15, 2022",POSITIVE,0.9970118999481201
396,nice,5.0,This is about the same size as my 3 however the type and face font is larger and more user friendly. I love the settings and the new modular face watch.  works great no complaints.,"January 5, 2023",POSITIVE,0.9977179765701294
397,Love this watch,5.0,Great overall watch!,"February 1, 2023",POSITIVE,0.9998780488967896
398,Apple Watch,5.0,Delivery was as promised. My wife loves her new watch.,"January 25, 2023",POSITIVE,0.9995386600494385
399,Love it.,5.0,"It's clean, beautiful, and practical. I'm in love with it. Battery life is not excellent but makes it through 1 day and a half.","January 13, 2023",POSITIVE,0.9997902512550354
400,Great for my needs,5.0,I bought it because I used to have a Fitbit watch but hated plugging it in each night. This Apple Watch I purchased a stand to hold and charge my phone and watch together easily each night. It’s fantastic for my needs.,"December 24, 2022",POSITIVE,0.9977134466171265
401,PERFECT WATCH!,5.0,"Was debating the SE gen. 2 or the Series 8, and truly, aside of being aluminum instead of stainless steel, and lacking a pulse oximeter, this is the BEST! The price is more competitive and the features are incredible. Beats the Series 3 I've had for 4 years without a doubt, would highly recommend this over the Series 8 at this price. Using recycled materials to make this is a plus as well.","December 3, 2022",POSITIVE,0.9996829032897949
402,This smart watch has and does everything I need! Keeps track of my health and steps plus more.,5.0,No Comment,"January 31, 2023",NEGATIVE,0.9760733842849731
403,Fácil de usar,5.0,"Es un Apple Watch SE GPS nuevo 2022.muy fácil de usar con la aplicación del iPhone.Tiene un buen tamaño puesto en mi muñeca .me gusta mucho mi reloj ya que puedo controlar mensajes ,llamadas y muchas aplicaciones mas por mi reloj.","December 26, 2022",NEGATIVE,0.9843053817749023
404,Christmas gift,5.0,Bought for my step daughter she loves it.,"January 23, 2023",POSITIVE,0.999674916267395
405,Great watch,5.0,Perfect for my needs,"January 28, 2023",POSITIVE,0.9998316764831543
406,What’s not to like,5.0,"She had wanted a fitbit… i researched both and apparently made the perfect decision by getting the Apple Watch SE 2nd Gen! She loves it. Gets challenged to exercise every day, found her phone in no time, etc! Thank you!","December 24, 2022",POSITIVE,0.9991969466209412
407,Thumbs UP Apple! All the bang for your buck!,5.0,I bought 2 .. one for me and my lady. They’re AWESOME! The price is great and the these new SE models are excellent! I wear mine everyday!,"January 8, 2023",POSITIVE,0.9998806715011597
408,A great buy!,4.0,"It’s my first Apple Watch. I always brought the cheaper sports watches. I love all the features. The only downside I’ve noticed is the battery life doesn’t last long. Also you need to buy a power adapter, it doesn’t come with one. But other than that I’m happy with my purchase.","October 18, 2022",POSITIVE,0.9977686405181885
